epoch,acc,categorical_crossentropy,loss,val_acc,val_categorical_crossentropy,val_loss
56,0.9866071428571429,0.04451133789760726,0.7702666180474418,0.7950000166893005,0.7544119209051132,1.5089446902275085
57,0.9888392857142857,0.03133801483948316,0.7660557925701141,0.8016666769981384,0.7320054322481155,1.4864961504936218
58,0.9955357142857143,0.031244222473885332,0.7643859599317823,0.7916666567325592,0.7745497822761536,1.528999000787735
59,0.9888392857142857,0.041530196621481864,0.7676763960293361,0.7866666615009308,0.8303173184394836,1.5847245454788208
60,0.9910714285714286,0.03212008166259953,0.7660335302352905,0.79666668176651,0.8288578987121582,1.5832233428955078
61,0.9910714285714286,0.026641990956185118,0.7636236250400543,0.7983333468437195,0.7947586327791214,1.5490829050540924
62,0.9977678571428571,0.020918527152389288,0.7622371912002563,0.786666676402092,0.7869112193584442,1.5411930680274963
63,0.9955357142857143,0.024413335320007588,0.7634926268032619,0.8066666722297668,0.764374703168869,1.5186153650283813
64,0.9955357142857143,0.022438555689794675,0.761730432510376,0.79666668176651,0.8060511499643326,1.5602504014968872
65,0.9799107142857143,0.04501828301831016,0.7691040592534202,0.8066666722297668,0.8539422005414963,1.608099102973938
66,0.9910714285714286,0.030131874273398092,0.7651219495705196,0.7983333319425583,0.819863885641098,1.5739799737930298
67,0.9955357142857143,0.026710774283856153,0.7622025609016418,0.7950000166893005,0.8413875848054886,1.5954616069793701
68,0.9888392857142857,0.040084734509166865,0.7684278360434941,0.7916666865348816,0.8391943871974945,1.5932273268699646
